The Leela Palace Bengaluru India HAL Old Airport Rd,8500.0,25000.0
ITC Gardenia Bengaluru India Residency Rd,8500.0,25000.0
Taj West End Bengaluru India Race Course Road,17000.0,19999.99
Grand Hyatt Goa Bambolim Goa India University Road,13000.0,50000.0
Evolve Back Resorts Kabini India Bheeramballi Bus Stop,25000.0,35000.0
